title,description
Turkcell Recom Yasal Şikayet,“Çözüme ulaşırsa çok mutlu olacağım. Teşekkürler...”
14 Yıldır Turkcell Cayma Parası,“Hem mağazaya hem de Turkcell ilgilendikleri be mağduriyetimi giderdikleri için teşekkür ederim”
Turkcell E-Devlet Teknik Arızası Nedeniyle Numara Taşıma Sorunu,“Teşekkürler Turkcell ekibi. Kolaylıklar...”
Turkcell Superbox İnternet Modemi,“Teşekkürler”
Turkcell- Bana Ait Olmayan Numaraların Fatura Bilgilendirme Mesajı,“Teşekkür ben sizin aboneniz değilim”
Turkcell E Sim Ekleme Hatası,“Ben zaten belirttim iyi ki varsın Turkcell ❤️. Teşekkürler...”
Turkcell İsteğimin Dışında Ücret Çıkıyor,“Çok teşekkür ederim param iade edildi teşekkürler”
Turkcell Beklenmedik Üyelik Ve Haksız Ücretlendirme Sorunu,“Teşekkür ederim talebim çözüme ulaşıldı”
Turkcell E-Sim Bu Kod Artık Geçerli Değil,“Temsilcinizi kaçırmayın. Teşekkürler...”
Turkcell Fazla Alınan Dijital Servis Ücretinin İadesi,“İlgileri için teşekkür ediyorum.”
Turkcell Hotspot 50 GB Paketi Bitmeden Kullanım Aşımı Yapıyor!,"“Müşteri hizmetlerinden arayıp, sorunu çözdüler. Teşekkür ederim.”"
Turkcell Htp Click N Play Ücreti Ödedim Ücret İademi İstiyorum,“İstemeden de olsa üyeliğine girmiş bulunduğum Paycell uygulamasının iptali için başvuru yaptığımda müşteri temsilcisi tarafından çözüm önerilmedi ve bu benim kendimi çok mağdur hissetmeme neden oldu. Her ne kadar üyeliğimin yanlışlıkla olduğunu ifade etmeye çalıştı isem de sonuç alamadım. Zorlu bir aşamadan sonra kendi çabalarımızla Turkcell yetkililerine şikayetimizi ulaştırmış bulunmaktayız. Sorunumuzun çözümüne yardım edip ilgilendikleri için Sayın Yetkililere çok teşekkür ediyorum. Aynı sorunların tekrarını yaşamamayı umut ederek saygılarımı arz ederim.”
Turkcell Yeni Tarife İçin Çok Yüksek Fiyat İstiyor,“Hızlıca çözüldü. Teşekkürler...”
Turkcell Quiz Champ Paycell Ücret İadesi,"“Para iadesi onaylandığını söylediler önümüzdeki fatura döneminde faturamdan düşürüleceği söylediler 
Turkcell'e teşekkür ederim kısa sürede ilgilendiler”"
Turkcell Diyecek Sözüm Kalmadı,“İlgileri çok güzeldi. Teşekkür ediyorum.”
Turkcell Hattını Yurt Dışına Açan Müşterilerini Mağdur Ediyor,“Sorun çözüldü teşekkür ederim yapıcı yaklaşım için.”
"Enflasyon %50, Turkcell Zamları %100!","“Uzun Yıllardır Turkcell abonesiyim, daha önce de bazı sorunlar yaşamıştım hatta benim hatamdan kaynaklı olan sorunlarda yaşamıştım ama Turkcell hep sorunumu beklemediğim şekilde çözüme ulaştırdı, Doğrusu ben 1 aylık iade bekliyordum 2 yıllık ödediğim ücret iade edildi. Gerçekten teşekkür ediyorum. ♥”"
Turkcell Tyg 180 TL Çıkmadığım Halde Yurt Dışı Ek Ücreti Alındı,“Yardımlarınız için tekrar teşekkür ederim. Saygılar”
Turkcell Yanlış İletişim Yanlış Fatura Bilgi,“Yardımınız ve hızlı dönüşünüz için teşekkürler Cansu Hanım”
Operatör Değiştikten Sonra Gelen Yüksek Turkcell Faturası,“İlgili arkadaşa teşekkür ederim”
Turkcell Çifte Fatura Ödemesi Mağduriyeti,"“Açıkçası bu geri dönüşü beklemiyordum. Hem şaşırdım, hem sevindim. Beni arayarak sorunumu çözen yetkili hanıma teşekkür ederim.”"
Turkcell Verilmeyen Hizmetin Bedelini Fatura Ediyor,“Müşteri hizmetlerinden arandım ve gerekli düzeltme işlemleri gerçekleştirildi. Sorunun çözümü için teşekkür ederim...”
Turkcell Htp Click N Play Ödemesi,"“Sorunumu çok kısa bir zaman içinde çözdüler, teşekkürler.”"
Turkcell Hattımdan İzinli Olmadan Üyelik Kesintisi,“İlgi ve alakanız dan dolayı teşekkür ederim sorunum çözüldü”
"Turkcell Altı Ayda Yüzde Yüz Artış, Bu Yasal Olamaz",“Çok memnun kaldım teşekkür ediyorum”
Turkcell Abonelik Sözleşmesi Feshinde Cayma Bedeli İstiyor,“Kısa sürede cevap verildi. Teşekkürler...”
Turkcell Aşırı Pahalı... Tarifeler Çok Yüksek,"“Tarifeye geçişim tamamlandı, şube üzerinden verilen özel tarife başvurusu ile ilişkili süreçlerin eksiklerini dile getirdim ve düzelteceklerini söylediler. Süreç yeterli düzeyde ilgili bir çözümle sonuçlandı. Teşekkürler.”"
Turkcell Müşteri Hizmetleri Ve Temsilcisi İlgisiz,“Teşekkür ederim”
Turkcell Tyg Avantaj Paketi Adı Altında Kazanmaya Çalıştığı 210 TL!,“Ertesi gün dönüş yapıldı Turkcell farkı diyelim teşekkürler”
Turkcell Geçiş Mağduriyeti,“Çok ilgilenildi. Tüm şikayetimi dinlediler. Çözüm için ulaştılar. Oluşan mağduriyetimi çözdüler. Teşekkürler...”
Turkcell Ödediğim Paranın Fiş/faturasını Vermiyor,“İlginiz için teşekkürler”
Turkcell İn Paycell Üyelik Ücreti,“İlgilendiğiniz için çok teşekkür ederim”
Turkcell Faturayı Olması Gerekenden Çok Alıyor,"“Başlangıçta müşteri hizmetleri sorunu uzattığı için üzgünüm. Sonuçta sorunu çözdüler. Hatalar bilerek veya bilmeyerek olabilir. Hata bilindiği anda derhal özür dilenmeli ve zarar tazmin edilmeli. Müşteriyi üzdükten sonra sorunu çözmek özür değildir. Ama sorunu çözdüler, yiğitlik bende kalsın teşekkürler”"
Turkcell Tyg Avantaj Paketi Şikayeti,“Hızlı çözüm için teşekkürler”
Turkcell Fazla Fatura Ödemesi,"“Teşekkürler, sorunum 2 gün içinde çözüldü, bir daha bu şekilde hataların olmaması dileği ile.”"
Turkcell GNC Galaxy Kupon Alma,“Teşekkürler”
Quiz Champ Turkcell Şikayet,“Sorunum en kısa sürede çözüldü teşekkür ederim.”
Turkcell Hat Taşıma İşlemi Sorunu Ve Müşteri Hizmetleri Cevapsızlığı,“Sorun giderildi teşekkürler”
Turkcell'in Olmayan Mobil İmza Hizmeti,“Teşekkürler şikayetvar.com.”
Turkcell'de Güven Sorunu: Müşteri Temsilcileri Ve Satış Stratejileri,“Sorunum hemen çözüldü çok teşekkür ederim”
Turkcell'de Ek Ücret Sorunu,“Yinede teşekkür ederim”
Turkcell Müşterilerini Mağdur Ediyor,“Anında ve hızlı çözüm için teşekkür ederim”
Turkcell Numara Taşıma Hatası,"“Turkcell iletişim merkezinden Hicran Hanım sorunumu halletti. Kendisine teşekkür eder, başarılarının devamını dilerim.”"
Turkcell Paycell Htp Click N Play,“Mağduriyetim giderildiği için teşekkür ederim”
Turkcell Redmi 13 Note Şikayet,"“Sosyal Medya Müşteri hizmetlerine teşekkür ederim ivedi olarak cevap, açıklama yaparak sorunumu çözeceklerini söylediler.”"
Turkcell Paycell Quizcamp Mağduriyeti Abonelik İptali,“👍. Teşekkürler...”
Turkcell Superbox Tarife Yenileme,“Kendi yarattıkları sorunu çözdükleri için teşekkür edecek değilim.”
Turkcell Yurt Dışı Özel Servis Yanıltıcı Fatura,"“Faturamdaki hata düzeltildi, şikayet var etkili oluyor, teşekkür ederim Turkcell de”"
Turkcell Funnyzone Üyelik İptali,“Keşke baştan hiç kesilmeydi bu ücret. Teşekkürler...”
Turkcell Fahiş Zam Oranı,"“24 Mayıs 2024 tarihinde müşteri temsilcilerinden aradılar aradaki farkın iadesini gerçekleştirdiler. 
Teşekkür ederim.”"
Turkcell Komisyonculuk Mu Yapıyor?,“Turkcell kendini kanıtladı. Bir sonraki faturada Payguru ücretini geri ödedi. Ancak bana yazılan 'hattın sahibi şikayet edebilir' cevabı hoş değildi. 92 yaşındaki annem mi yazsın başvurusunu. Bu yüzden müşteri temsilcisini beğenmedim. Otomatik cevaplardan kaçınmak lazım”
Turkcell 45 Dakika İçin 30 Günlük Faturalandırma Yaptı,“Teşekkürler.-”
Turkcell Başka Şirketler İçin Abonelik İşlemi Yapıyor,“Hemen geri dönüş yaptıkları için hızlı cevap verildiği için teşekkür ederim. Sorunum çözüldü. Para iadesi oldu teşekkürler”
Turkcell'in Hediye Uygulamaları Saçmalığı,“40 dakikada çözüldü. Hızlı destek için teşekkür ederim.”
Turkcell Ücret İademi Yapsınlar,"“Sorun firma tarafından ivedilikle çözüldü, tüm paydaşlara teşekkür ederim”"
Turkcell'in Yurtdışı Kullanımında Haksız Fatura Bedeli,“Problemim çözüldü teşekkürler”
Turkcell Yanlış Fatura Bilgilendirmesi: Hatalı Mesajlar Alıyorum,“Teşekkür ederim”
Turkcell Htp Click N Play Ödemesi,“Şikayetimi anında çözüme kavuşturdular. Teşekkür ederim.”
Turkcell Haksız Fatura,“Kısa sürede dönüş yaparak ilettiğim şikayet ile ilgili gerekli önlemleri alacağı bilgisi iletildi. Alakaları için kendilerine teşekkür ederim.”
Turkcell Başkasının Borcu Bana Geliyor,“Teşekkürler”
Turkcell Cayma Bedeli İadesi,“Faturam iptal edildi teşekkürler”
Turkcell Kurumsal Hat E Sim Geçiş,“Sorunum çözüldü lütfen müşterileri hizmetlerine biraz daha yatırım yapın. Teşekkürler...”
Turkcell Faturana Yansıt Servisi Mesajı,“Kısa sürede mağduriyeti giderdiğiniz ve çözümlediğiniz için çok teşekkürler”
Turkcell Faturam Yanlıştır Geri Ödenmesini İstiyorum,“Hemen iletişime geçildi. Öznur Hanıma ilgisinden dolayı teşekkür ederim gereken bilgilendirmeyi yaptı.”
Turkcell Faturalı Taahhüt Mağduru Hikayesi,“Yapılan yanlıştan benim için dönüldü. Ama bunun bütün müşteriler için uygulanması daha uygun olur. Teşekkürler...”
Turkcell İlk Ay Faturaya Cayma Bedeli Ekiyor,“Çözüm için teşekkür”
Turkcell İnternet Sinyal Gücü,“Teşekkür ediyorum”
Turkcell Mağduriyetleri Devam Ediyor,“Teşekkürler”
Turkcell İzinsiz Kredi Kullanımı Ve Yanıltıcı İşlemler,“Turkcell deki görüştüğümüz bayan müşteri temsilcisi arkadaş çok tatlıydı hemen çözdü ve takip etti sorunumuzu. Çok teşekkür ederim”
Turkcell Şirket Hattı Alırken Yapılan Bayi Hatasından Dolayı Mağdurum,“Şikayet çözüldü fakat boşa vermediği hizmeti faturalandırma yapan Turkcell le bisa yazışma vs yapmak sorunda kaldım. Ve nedense bu ikinci oluyor bir de ben fark etmez sem kullanmadığım hizmet alamadığım bir aya ait fatura yu ödemek zorunda kalacakdim. Genede teşekkür ederim”
Turkcell Kalan Kullanım Hak Mağduriyeti,“Kurulum yapıldı çok teşekkür ederiz.”
Turkcell Paket Değişiklik Yapılmasının İmkansız Olduğu Söylüyor,“Beni arayıp sorunumu çözen ve çok nezaketli olan müşteri temsilcisi hanımefendiye teşekkür ediyorum”
Turkcell Tyg Avantaj Adı Altında Alınan Haksız İletişim Ücreti,"“Hızlı geri dönüşü ve çözüme odaklı iletişimi için Turkcell'e teşekkür ederim.
Saygılarımla,”"
Turkcell Müşteriyi Mağdur Ediyor,“Teşekkürler Öznur hanım Hızlı bir şekilde olayı çözdü”
Turkcell Tarife Değişikliği Geciktiriliyor,“Turkcell'e sorunu çözdüğü için teşekkür ederim.”
Turkcell Cayma Hakkına Rağmen Fatura Kesildi,“Teşekkür”
"Turkcell Bitmeyen, İade Edilmeyen Fizy Abonelik Ücretleri",“Şikayetimi çözdüler. Teşekkürler...”
Turkcell’in Eski Kullanıcılarına Yüksek Fiyat Stratejisi,“Sorun geçte olsa çözülüyor ilgilenen herkese teşekkür ederim”
Turkcell Kişisel E-posta Adresimi Başka Müşterilerinde Kullanıyor,“Şikayetim çözümlendi. Teşekkürler...”
Turkcell Size Özel 5000 Bin Tl Limit Verildi Cihaz Çıkmıyor,“Turkcell sureci çok yakından takip etti ve bilgilendirme mesajları ile şikayet surecini benimle de paylaştı. Bayisi olmasına rağmen haksizliği fark etti ve extra satılan ampulü iade aldı. Telefon ile birlikte extra ücretli kasko ücretini de iade etti. Güvenilir bir kurum olduğunu kanıtladı. Teşekkürler”
Turkcell 20 Gün Önce Aldığım Paket Fiyatından Farklı Fatura Yansıttı,“Sorunu çözdünüz fakat 30 yıllık müşterinizi kaybettiniz üzgünüm. Taahhüt sonunda bütün hatları taşıyacağım. Teşekkürler...”
Turkcell Numaramı Nereden Aldınız,"“Şikayetvar sitesi büyük bir özenle mağduriyetleri çözmektedir, hem de çok hızlı bir şekilde. Şahsen yaşadığım tüm olumsuzlukları etkin bir şekilde çözmüştür. Bu sitedeki tüm görevlilere sonsuz teşekkürler. Eğer haksızlığa uğradığınıza inanıyorsanız, lütfen üşenmeden bu sitede şikayetinizi yayınlayın.”"
Turkcell+ Plus Uygulaması 480p Yayın,"“Turkcell, bir gün içerisinde şikayetimi cevaplayıp olumlu sonuçlandırdı. Teşekkür ediyorum.”"
"Turkcell Htp Click N Play, Facebook Da Bir Linke Tıklar Tıklamaz Mobil Ödeme",“Desteğiniz için teşekkür ederim. Para iadesi de yapıldı. İlginiz ve alakanızdan memnun oldum.”
Turkcell Güvenimi Kötüye Kullanan Esnaf Mağduriyeti,“Ücret iadem gerçekleştirildi teşekkürler”
Turkcell Haksız Kazanç. Yurt Dışına Çıkacaklar Dikkat!,“Teşekkür ederim”
Allinmobi Ve Playcenter Tarafından Harcama-Turkcell/Paycell,“Sorunumuz çözüldü yardımcı olduğunuz için teşekkür ederim iyi günler”
Turkcell Operatörü Bana Danışmadan Faturamı Değişiyor Mağdurum,“Teşekkürler sorun giderildi”
Turkcell Financell Ön Onaylı Kredi Limitiniz Bulunmamaktadır.,“Sorunum çözüldü”
Turkcell Tarife Yenileme Fiyat Farkı,“Hızlı çözüm için teşekkürler”
"Turkcell Esim Sorunu, Kod Geçersiz Uyarısı",“Müşteri iletişim danışmanı tarafından çözümlendi. Teşekkürler...”
Turkcell'in Yurtdışı Kullanımında Haksız Fatura Bedeli,“Müşteri temsilcisi Dilek hanım aradı sorunumu giderdi tekrardan teşekkür ederim”
Turkcell Pay Pall Oyun Servisi,"“Çağrı merkezinden arayarak sorunu çözen Yasemin hanıma teşekkürler, maalesef çağrı merkezindeki diğer operatörler yetkin değildi.”"
Turkcell'in Tarife Yenileme Sürecinde Yaptığı Zarara Uğratan İşlemler,"“Müşteri temsilcimiz olan Bircan Hanım'a (ismini yanlış hatırlıyorsam kusura bakmasın), ekstra özeni, ilgisi ve işi tam da istediğimiz gibi çözdüğü için çok teşekkür ediyorum.”"
Turkcell Taahhüt Karmaşası Ve Faturalandırma Haksızlığı,“Müşteri temsilcisiyle yaptığım görüşme son derece pozitifti. Sorunum çözüldü teşekkürler.”
Turkcell Sözleşme Karmaşası Ve Beklenmedik Fatura,“Sorunumu hallettiler çok teşekkür ederim yıllardır Turkcell kullanırım her şeye rağmen en çok Turkcell le memnunum”
Turkcell Click N Play,“Sorun çözüldü iade yapıldı teşekkürler”
Turkcell İptal Edilen Tarifeden Söylenenden Daha Fazla Ücret Alınması,"“Jet hızında sorunumu çözdüler, ücret iadesinin yapıldığını söylediler, teşekkürler Turkcell”"
Turkcell'in Astronomik Faturası Ve Hukuk Dışı Uygulaması.,“Teşekkür ederim”
Turkcell Hattımın Aktarımı Ve Kayıp Evrak Sorunu,“Sorunumuzun hızlı bir şekilde giderilmesinden dolayı teşekkür ederiz”
Turkcell Statik IP Hizmeti Sağlanamayan İnternet İçin Haksız Cayma Bedeli Talebi,“Teşekkür ederim ilginiz için”
Turkcell Operatörün Fiyat Politikası Ve Taahhüt Yenileme Sürecine Dair Şikayet,“Tarafıma ulaşıp sorunu çözdüğünüz için teşekkürler umarım robotunuzu daha kullanışlı bir hale getirirsiniz.”
Turkcell İzinsiz Paycell Adında Kesinti,“Teşekkürler hata düzeldi”
Turkcell Superbox İletişim Kuramıyorum,“Teşekkür ederim. Arızam giderildi.”
Turkcell Uygulamada Faturalı Hatta Geçiş Yapamıyorum,“Teşekkürler ama bu denli bir uygulamanın değiştirilmesi gerekir insanlar farkında olmadan sürekli bu mağduriyet yaşanmaması içisinden.”
Turkcell İnternet Paketleri Sorunu,“Teşekkür mesajım yok sorunum çözülmedi haksız faturayı ödemek zorunda olduğum söylendi”
Turkcell Taahhüt Yenileme. Bir Gün İçin Yeni Faturalandırma Yapıyorsunuz,“Turkcell'e teşekkür ederim. Şikayetimi buraya yazdıktan sonraki gün hemen aradılar çözüm merkezinden. Bir yanlışlık olduğunu faturadan düşüleceğini söylediler. Bugün de kontrol ettiğimde düşüm sağlanmış. Teşekkürler”
Turkcell Contentboard Üzerinden Aldatıcı Abonelik,“Kısa sure içerisinde. Teşekkürler...”
Turkcell 360vrtube Üzerinden Tarafıma Bilgi Verilmeden Abonelik Açmış,“Sorunumu hızlıca çözdükleri ve nazik aramaları için teşekkür ederim.”
Turkcell Depremzedeyi İcralık Etti,“İlginiz için teşekkürler”
Turkcell Yurt Dışı Kullanım Ücretleri Hakkında Şikayet,“Ücret iadesi yapıldı teşekkürler Turkcell”
Turkcell İcra Dosya Kaldırmak,“Arayan Turkcell şikayet servisindeki kişiye teşekkür ederim operatör böyle firmalarla çalışarak kendi itibarına zarar veriyor”
Turkcell Müşteri Hizmetleri İşgüzarlığı,“Turkcell bayi konuda çok destek oldu çok teşekkürediyorum 🙏”
Sahte Tegv Sitesinde Bulunan Turkcell Numarası,“İşlem için hızlandırılıp yardımcı olundu mağduriyetimizi dikkate alındı. Teşekkürler...”
Turkcell Avukat Fatura Ödeme Sorunsalı,“Turkcell şikayetten hemen sonra arayıp ilgilendiği için Turkcell'e teşekkür ederim.”
Turkcell Tarife Yenileme Fiyat Farkı,“Sorunum çözüldü teşekkürler”
Turkcell İcra Dosya Kaldırmak,“Teşekkürler hemen beni arayıp çözdüler”
Turkcell Fatura Sürekli Fazla Para Ödüyorum,“Teşekkürler”
Turkcell İptal Olan Hat,"“Sorunum tam çözülemedi, ancak 1 gün sonra ilgili ekip dönüş yaparak durumu dikkate aldıklarını belirterek öneride bulundu. Hızlı dönüş ve destek için teşekkür ederim.”"
Turkcell'E Geçtim Çok Pişman Oldum,“Teşekkürler”
Turkcell Haksız Kart İşlemiyle Kaybettiğim Paranın İadesini Talep Ediyorum,“İlginiz için teşekkür ederim”
Turkcell Htp Click N Play Ücreti Ödedim Ücret İademi İstiyorum,“Sorunu çözdüğünüz için çok teşekkür ler”
Turkcell Kamu Tarifesinde Kamu Kimliği Sürekli Eksik Evraka Düşüyor!,"“12 günlük bir incelemeden sonra müşteri hizmetleri tarafından aranarak başvurumda haklı olduğum ve fazla yansıtılan tutarın iadesinin faturamdan düşülerek yapılacağı bildirildi.

İlgi için teşekkürler”"
